Title,Price,Bedrooms,Bathrooms,Square_feet,Dog,Cat,Parking,Smoking,Time_posted,Longitude,Latitude,Area
$2550 / 2br - 825ft2 - Best Value in Mountain View! (mountain view) ,2550.0,2.0,1.0,825.0,No,No,,smoking ok,2020-02-21 10:22:00,-122.072555,37.390818,sby
"$3414 / 1br - 900ft2 - SAVE, SAVE, SAV,  Why Pay More? Pay Less! Near SF! (foster city) ",3414.0,1.0,1.0,900.0,Yes,Yes,,no smoking,2020-03-02 15:34:00,-122.263885,37.555907,pen
"$2375 / 2br - *2 Weeks Free* 2 bd, 1 bath San Jose! Pet Friendly! ""BT Properties"" (san jose west) ",2375.0,2.0,1.0,,No,No,,no smoking,2020-03-02 15:34:00,-121.93453,37.326633,sby
$3785 / 2br - 1353ft2 - Bay Water Views| Sundeck | Gym| Special Deal | Pets (excelsior / outer mission) ,3785.0,2.0,2.5,1353.0,Yes,Yes,,no smoking,2020-02-27 10:19:00,-122.423038,37.709157,sfc
"$3545 / 2br - 930ft2 - Spacious floorplan, W/D, wood flooring and near Facebook Shuttle. (mountain view) ",3545.0,2.0,1.0,930.0,No,No,,smoking ok,2020-03-02 15:34:00,-122.078373,37.405664,pen
$3785 / 2br - 1353ft2 - FREE PARKING FOR A YEAR | Gym| Special Deal (excelsior / outer mission) ,3785.0,2.0,2.5,1353.0,Yes,Yes,,no smoking,2020-02-26 17:14:00,-122.423038,37.709157,sfc
$2621 / 1br - 716ft2 - Be The First to Live In This 1x1 Apartment In Our Brand New Community! (san jose downtown) ,2621.0,1.0,1.0,716.0,Yes,Yes,,no smoking,2020-03-02 15:33:00,-121.894339,37.335066,sby
$4480 / 1br - 1 Month FREE!!! 1 Bedroom Apartment Available Now!!! (SOMA / south beach) ,4480.0,1.0,1.0,,Yes,Yes,valet parking,no smoking,2020-03-02 15:33:00,-122.3892,37.7864,sfc
"$3250 / 1br - Panoramic View Apt In Upper Market, W/D In Unit | Elite Leasing (twin peaks / diamond hts) ",3250.0,1.0,1.0,,No,No,street parking,no smoking,2020-03-02 15:33:00,-122.443513,37.757016,sfc
$3195 / 1br - 420ft2 - Clay & Hyde/Pets Ok/Available Now!$95 Move In Special/Flex Leases! (nob hill) ,3195.0,1.0,1.0,420.0,Yes,Yes,street parking,no smoking,2020-03-02 15:33:00,-122.418504,37.792709,sfc
$3785 / 2br - 1353ft2 - Entertainer home | Clubhouse | Fireplace | W/D | Sky Deck (excelsior / outer mission) ,3785.0,2.0,2.5,1353.0,Yes,Yes,,no smoking,2020-02-28 10:25:00,-122.423353,37.709251,sfc
$3323 / 1br - 900ft2 - Stop looking any further we have your perfect home here (foster city) ,3323.0,1.0,1.0,900.0,Yes,Yes,,no smoking,2020-03-02 15:33:00,-122.264334,37.554738,pen
$2625 / 2br - 900ft2 - Large 2 Bedroom Available March 14th. Patio & Yard Area. (santa clara) ,2625.0,2.0,1.0,900.0,Yes,Yes,,no smoking,2020-03-02 15:32:00,-121.9844,37.3483,sby
$750 Office space to rent in Down town (san rafael) ,750.0,,,,No,No,,no smoking,2020-03-02 15:32:00,-122.523973,37.972451,nby
$2225 / 1br - Welcome Home! You've Arrived and The Timing Couldn't Be Better! (2020 Latham Street) ,2225.0,1.0,1.0,,No,No,,no smoking,2020-03-02 15:23:00,-122.099149,37.395655,sby
$2625 / 2br - 900ft2 - Large 2 Bedroom Available March 7th. Balcony. (santa clara) ,2625.0,2.0,1.0,900.0,Yes,Yes,,no smoking,2020-02-27 14:28:00,-121.9844,37.3483,sby
"$3145 / 1br - 705ft2 - Fully equipped kitchens, WD, dbl pane windows, 2 pools, spa, Fitness (mountain view) ",3145.0,1.0,1.0,705.0,No,No,,smoking ok,2020-03-02 15:32:00,-122.078674,37.405276,pen
$3495 / 2br - Huge two bedroom close to Clark Kerr Campus. All Utilites Incl.June1st (berkeley) ,3495.0,2.0,1.0,,No,No,,no smoking,2020-02-28 11:58:00,-122.252179,37.865783,eby
"$1550 / 1br - 600ft2 - Live Outside The Lines. One Bedroom, One Bathroom! Lease today! (santa rosa) ",1550.0,1.0,1.0,600.0,Yes,Yes,street parking,no smoking,2020-03-02 15:23:00,-122.7547,38.4432,nby
$1795 Huge studio across from Unit3. All Utilities paid.Move in June 1st. (berkeley) ,1795.0,0.0,1.0,,No,No,,no smoking,2020-02-28 14:09:00,-122.261358,37.867681,eby
"$3700 / 2br - 750ft2 - Full bath, modern 2br/1ba in a nice and quiet neighborhood (berkeley) ",3700.0,2.0,1.0,750.0,No,No,street parking,no smoking,2020-03-02 14:59:00,-122.28358,37.851126,eby
$2300 / 2br - 1200ft2 - Spacious Condos in Convenient Location (concord / pleasant hill / martinez) ,2300.0,2.0,2.0,1200.0,No,No,,no smoking,2020-03-02 15:32:00,-122.045991,37.969395,eby
$1995 / 1br - Huge Onebedroom can be used as two bedroom. Open House today @5pm. (berkeley) ,1995.0,1.0,1.0,,No,No,,no smoking,2020-02-29 15:24:00,-122.26478,37.865426,eby
$2495 / 2br - Huge two bedroom w/oLiving room.Walkable distance toCal. (berkeley) ,2495.0,2.0,1.0,,No,No,street parking,smoking ok,2020-02-29 15:26:00,-122.257,37.8664,eby
$2625 / 2br - 900ft2 - Morning & Afternoon Sun. Available Now. Patio & Yard Area. (santa clara) ,2625.0,2.0,1.0,900.0,Yes,Yes,,no smoking,2020-02-04 10:20:00,-121.9844,37.3483,sby
$2995 / 2br - Huge two bedroom near Cal Campus. Open House : Must see**** (berkeley) ,2995.0,2.0,1.0,,No,No,,no smoking,2020-02-29 15:25:00,-122.26478,37.865426,eby
"$5720 / 3br - 1385ft2 - 3BR/2BA APT. W/ ACCESS TO FITNESS CENTER, POOL, & ROOFTOP DECK! (San Carlos, CA) ",5720.0,3.0,2.0,1385.0,Yes,Yes,,no smoking,2020-03-02 15:31:00,-122.264657,37.511112,pen
$3700 / 3br - 1254ft2 - Charming Single Level 3 Bdrm San Anselmo - PRANDI (san anselmo) ,3700.0,3.0,1.0,1254.0,Yes,No,,no smoking,2020-03-02 15:31:00,-122.567078,37.979331,nby
$1820 / 1br - 776ft2 - Creekside Village Apartments!! Beautiful 55+ Community!!! (pittsburg / antioch) ,1820.0,1.0,1.0,776.0,Yes,Yes,,smoking ok,2020-03-02 15:31:00,-121.903385,37.996343,eby
"$2655 / 550ft2 - Close to Schools, Sliding Glass Doors, Expansive Pantries (san mateo) ",2655.0,0.0,1.0,550.0,Yes,Yes,,smoking ok,2020-03-02 15:21:00,-122.285547,37.543434,pen
"$3550 / 2br - 2 bedroom, 1 bathroom in Palo Alto! ""BT Properties"" (palo alto) ",3550.0,2.0,1.0,,No,No,,no smoking,2020-03-02 15:12:00,-122.161016,37.453173,pen
$2695 / 1br - Beautiful Brand New 1-Bedroom (russian hill) ,2695.0,1.0,1.0,,No,No,,no smoking,2020-03-02 15:31:00,-122.419729,37.805802,sfc
$3183 / 1br - 745ft2 - Look no Further than Fosters Landing for your home needs! (foster city) ,3183.0,1.0,1.0,745.0,Yes,Yes,,no smoking,2020-03-02 15:31:00,-122.264334,37.554738,pen
$1695 / 1br - 718ft2 - 1  BEDROOM AVAILABLE Move in Special !!  8% off rent for six months (pittsburg / antioch) ,1695.0,1.0,1.0,718.0,Yes,Yes,,smoking ok,2020-02-25 08:31:00,-121.8089,37.9939,eby
$1200 / 1br - Bedroom with private bath and deck (daly city) ,1200.0,1.0,1.0,,No,No,,smoking ok,2020-03-02 15:31:00,-122.452905,37.704155,pen
$3300 / 3br - 1000ft2 - 3 bedrooms with Stunning Panoramic View (daly city) ,3300.0,3.0,1.0,1000.0,No,No,street parking,no smoking,2020-03-02 15:31:00,-122.4388,37.6875,pen
$2000 / 2br - 970ft2 - Spacious Condos in Convenient Location (concord / pleasant hill / martinez) ,2000.0,2.0,2.0,970.0,No,No,,no smoking,2020-03-02 15:31:00,-122.045991,37.969395,eby
$1950 / 1br - 658ft2 - Special! $1200 off first month rent! NEW 1 bedroom 1 bathroom (walnut creek) ,1950.0,1.0,1.0,658.0,Yes,Yes,,no smoking,2020-03-02 15:31:00,-122.061625,37.929423,eby
"$2625 / 2br - 900ft2 - Save $1,500!! Spacious 2x1. Available Now. Balcony. (santa clara) ",2625.0,2.0,1.0,900.0,Yes,Yes,,no smoking,2020-02-11 10:16:00,-121.9844,37.3483,sby
$3785 / 2br - 1353ft2 - FREE PARKING FOR A YEAR | Gym| W/D | Balcony| Large -Ready (excelsior / outer mission) ,3785.0,2.0,2.5,1353.0,Yes,Yes,,no smoking,2020-03-02 15:31:00,-122.423038,37.709157,sfc
$3300 / 3br - 2 Story House - 3 bedroom 2 bath (oakland north / temescal) ,3300.0,3.0,2.0,,No,No,,smoking ok,2020-02-25 14:26:00,-122.2804,37.8365,eby
$2500 / 2br - 1394ft2 - READY TO RENT-- Home in quiet North Napa neighborhood (napa county) ,2500.0,2.0,1.0,1394.0,No,No,,no smoking,2020-02-19 20:38:00,,,nby
"$2195 Amazingly located Studio minutes from the Castro, Mission, Hayes (mission district) ",2195.0,0.0,1.0,,No,Yes,,no smoking,2020-02-28 11:01:00,-122.425444,37.769673,sfc
$2195 / 2br - 2 bedroom 1 bathroom. Very Sunny. Available April 1st. (richmond / point / annex) ,2195.0,2.0,1.0,,Yes,Yes,,smoking ok,2020-02-27 18:42:00,-122.31534,37.904464,eby
$2365 / 1br - 764ft2 - Hard Surface Flooring! Gorgeous Unit Available Today W/ Garage! (san jose south) ,2365.0,1.0,1.0,764.0,Yes,Yes,,smoking ok,2020-03-02 15:17:00,-121.809368,37.241426,sby
$4665 / 2br - 732ft2 - ☻6 Weeks Free Rent+AC+Gas Stove...Brand New...Dogpatch/Potrero☻ (potrero hill) ,4665.0,2.0,2.0,732.0,Yes,Yes,,smoking ok,2020-03-02 15:30:00,-122.3971,37.7621,sfc
No more stolen packages or missed deliveries ,,,,,No,No,,smoking ok,2020-02-03 14:33:00,-122.4167,37.7813,sfc
$4500 / 4br - House for rent 4 bedroom 2bath (oakland north / temescal) ,4500.0,4.0,2.0,,Yes,Yes,,smoking ok,2020-02-29 12:18:00,-122.265193,37.84341,eby
$3100 / 2br - Newly Remodel 2Bed/1Bath in Excellent SOMA (SOMA / south beach) ,3100.0,2.0,1.0,,No,No,street parking,smoking ok,2020-03-02 15:02:00,-122.409593,37.776736,sfc
$2525 / 2br - 840ft2 - 2-Bedroom x 2 -Bathroom. Schedule a Tour Now! (Fremont) ,2525.0,2.0,2.0,840.0,No,Yes,,smoking ok,2020-02-22 10:24:00,-121.961885,37.509396,eby
$1000 FULLY REDONE STUDIO IN DALY CITY (daly city) ,1000.0,,,,No,No,,smoking ok,2020-03-02 14:26:00,-122.4388,37.6875,pen
$1895 / 1br - EXQUISITE PROPERTY IN RINCON VALLEY (santa rosa) ,1895.0,1.0,1.0,,Yes,Yes,,no smoking,2020-02-28 10:11:00,-122.65755,38.464237,nby
"$2365 / 2br - 851ft2 - Cable Ready TV, Open-air hot tub for year-round use, Covered Parking (hayward / castro valley) ",2365.0,2.0,1.0,851.0,No,No,,smoking ok,2020-03-02 15:30:00,-122.089102,37.648098,eby
$1915 / 1br - 610ft2 - Where Comfort meets Luxury! 1 Bedroom Apartment! (dublin / pleasanton / livermore) ,1915.0,1.0,1.0,610.0,Yes,Yes,,no smoking,2020-03-02 15:13:00,-121.763,37.683,eby
$2707 / 2br - 1158ft2 - The Lifestyle You Deserve! (santa clara) ,2707.0,2.0,2.0,1158.0,Yes,Yes,,no smoking,2020-03-02 15:29:00,-121.983793,37.337741,sby
$2387 / 1br - 790ft2 - Our Location Can't Be Beat! Come See Why! (concord / pleasant hill / martinez) ,2387.0,1.0,1.0,790.0,Yes,Yes,,no smoking,2020-03-02 15:29:00,-122.055385,37.957477,eby
$1925 / 1br - 684ft2 - Surround yourself around nature! Valenica At Gale Ranch! (danville / san ramon) ,1925.0,1.0,1.0,684.0,Yes,Yes,,smoking ok,2020-03-02 15:29:00,-121.9155,37.7636,eby
$2477 / 1br - 720ft2 - 1x1 - SUNNY TOP FLOOR APARTMENT! CALL TODAY! (belmont) ,2477.0,1.0,1.0,720.0,Yes,Yes,,no smoking,2020-03-02 15:29:00,-122.279463,37.525079,pen
$2060 / 1br - 742ft2 - Live Pleasantly at Pleasanton Place Apartments! (dublin / pleasanton / livermore) ,2060.0,1.0,1.0,742.0,Yes,Yes,,smoking ok,2020-03-02 15:29:00,-121.878764,37.681343,eby
"$2995 / 3br - 1512ft2 - Beautiful Townhome, 4 Years New, Solar, A/C, Pool, Next to CalTrain! (morgan hill) ",2995.0,3.0,3.0,1512.0,No,No,,no smoking,2020-03-02 15:27:00,-121.651804,37.131419,sby
$1550 / 1br - 620ft2 - Accepting Applications Today!!! Reserve your apartment NOW!!! (fairfield / vacaville) ,1550.0,1.0,1.0,620.0,Yes,Yes,,smoking ok,2020-03-02 15:28:00,-121.972876,38.350744,eby
$1695 / 1br - You don't want to miss out on this deal! (pittsburg / antioch) ,1695.0,1.0,1.0,,Yes,Yes,,no smoking,2020-02-12 14:09:00,-121.872353,38.008852,eby
"$1995 / 1br - 660ft2 - Window Coverings, Wood Style Flooring, Cable Ready (fremont / union city / newark) ",1995.0,1.0,1.0,660.0,Yes,Yes,,no smoking,2020-02-25 13:13:00,-122.051273,37.603934,eby
"$2045 / 2br - Park like setting, among shade trees! (pittsburg / antioch) ",2045.0,2.0,2.0,,Yes,Yes,,no smoking,2020-02-19 09:30:00,-121.872353,38.008852,eby
$2500 / 2br - 1394ft2 - READY TO RENT-- Home in quiet North Napa neighborhood (napa county) ,2500.0,2.0,1.0,1394.0,No,No,,no smoking,2020-02-19 20:52:00,,,nby
"$2695 / 2br - 976ft2 - Carpet, Kitchens Fully Equipped, Pool, Spa, Vaulted Ceilings (san jose south) ",2695.0,2.0,2.0,976.0,No,No,,smoking ok,2020-03-02 15:17:00,-121.849,37.2685,sby
$1650 1 Bed / 1 Bath in Beautiful 2 Bed / 2 Bath Apartment in Campbell! (campbell) ,1650.0,,,,No,No,,smoking ok,2020-03-02 15:28:00,-121.9539,37.2803,sby
$6000 / 4br - 1970ft2 - Craftsman Walking Distance to Downtown 4br/2b (Burlingame) ,6000.0,4.0,2.0,1970.0,No,No,,no smoking,2020-03-02 15:25:00,-122.342481,37.575235,pen
$3963 / 1br - 671ft2 - $3000 Off March rent if moving in by 3/8! Come tour with us today!! (SOMA / south beach) ,3963.0,1.0,1.0,671.0,Yes,Yes,,no smoking,2020-03-02 15:28:00,-122.39051,37.774299,sfc
$60578 / 3br - 1498ft2 - Modern Living Hillsdale Mall Caltrain Bay Meadows Park Whole Foods (san mateo) ,60578.0,3.0,2.0,1498.0,Yes,Yes,,no smoking,2020-03-02 15:27:00,-122.2998,37.5395,pen
"$3225 / 2br - 700ft2 - Incredible Amenities, BBQ and Picnic Area, Solar Powered Community (berkeley) ",3225.0,2.0,2.0,700.0,Yes,Yes,,smoking ok,2020-03-02 15:18:00,-122.286345,37.872072,eby
"$2831 / 2br - 1061ft2 - $99 Deposit! $99 Deposit! Beautiful spacious 2bd, 2bth! Stop by today. (san jose south) ",2831.0,2.0,2.0,1061.0,Yes,Yes,,no smoking,2020-03-02 15:16:00,-121.834263,37.269143,sby
$2891 / 1br - 625ft2 - Look No More ! Find Home Here at Harbor Cove ! Great Price Available (foster city) ,2891.0,1.0,1.0,625.0,Yes,Yes,,smoking ok,2020-03-02 15:27:00,-122.27,37.5538,pen
$2813 / 1br - 680ft2 - Beautiful One bedroom Ready For Now Move In (redwood city) ,2813.0,1.0,1.0,680.0,Yes,Yes,,smoking ok,2020-03-02 15:27:00,-122.206284,37.482051,pen
$3599 / 2br - 1100ft2 - Price Drop on This Fantastic & Remodeled 2BD. (inner richmond) ,3599.0,2.0,1.0,1100.0,No,No,,no smoking,2020-03-02 15:03:00,-122.4614,37.7812,sfc
"$2995 / 3br - 1308ft2 - Hidden Gem! Great location, Gorgeous Upgrades With W & D! (san leandro) ",2995.0,3.0,2.0,1308.0,No,No,,no smoking,2020-03-02 15:15:00,-122.181297,37.697304,eby
"$2900 Charming Studio w/view in Cole Valley, UCSF (cole valley / ashbury hts) ",2900.0,0.0,1.0,,No,Yes,street parking,smoking ok,2020-03-02 15:05:00,-122.45143,37.763793,sfc
$3100 / 1br - 800ft2 - 1219-3 Remodeled One Bedroom Apartment Home Near Cal Train (burlingame) ,3100.0,1.0,1.0,800.0,Yes,Yes,street parking,no smoking,2020-03-02 15:26:00,-122.368482,37.585335,pen
$1450 / 600ft2 - Cottage (concord / pleasant hill / martinez) ,1450.0,0.0,1.0,600.0,No,No,street parking,no smoking,2020-03-02 15:26:00,-122.021567,37.984427,eby
$3864 / 2br - 1100ft2 - UPDATED! GREAT AMENITIES! GREAT LOCATION! AMAZING APARTMENT UNITS! (foster city) ,3864.0,2.0,2.0,1100.0,Yes,Yes,,no smoking,2020-03-02 15:26:00,-122.27,37.5538,pen
$2095 / 2br - 1080ft2 - BRAND NEW LUXURY COMMUNITY! APPLY TODAY!! (dublin / pleasanton / livermore) ,2095.0,2.0,2.0,1080.0,Yes,Yes,,smoking ok,2020-03-02 15:26:00,-121.481216,37.752998,eby
$2500 / 2br - 1394ft2 - READY TO RENT-- Home in quiet North Napa neighborhood (napa county) ,2500.0,2.0,1.0,1394.0,No,No,,no smoking,2020-02-19 20:50:00,,,nby
"$1925 / 1br - 716ft2 - Fully Renovated, In-Unit Washer/Dryer, Pool-Side Community BBQ (santa rosa) ",1925.0,1.0,1.0,716.0,Yes,Yes,,smoking ok,2020-03-02 15:26:00,-122.687097,38.415112,nby
$4178 / 2br - 1667ft2 - 3 Weeks Free - Immediate Move-Ins! Come By Today! (Bayview) ,4178.0,2.0,2.0,1667.0,Yes,Yes,,no smoking,2020-02-25 09:32:00,-122.390888,37.710365,sfc
"$2500 / 3br - Sunny Spacious 3 Bed Unit, Hardwood Flooring, Laundry Hookup, Parking (richmond / point / annex) ",2500.0,3.0,1.0,,No,No,street parking,smoking ok,2020-02-17 16:47:00,-122.340481,37.930271,eby
$2600 / 2br - CHARMING COTTAGE (berkeley) ,2600.0,2.0,1.0,,No,No,street parking,smoking ok,2020-03-02 15:22:00,-122.26468,37.859026,eby
$4468 / 2br - 1703ft2 - Unique Floor Plan! Over 1600 SQFT! Come Tour Today! (bayview) ,4468.0,2.0,2.0,1703.0,Yes,Yes,,no smoking,2020-02-25 09:34:00,-122.392062,37.711536,sfc
$2074 / 2br - THE TRUE MEANING OF LUXURY AND CONVENIENCE (santa rosa) ,2074.0,2.0,1.0,,Yes,Yes,,no smoking,2020-02-28 16:31:00,-122.65755,38.464237,nby
$2220 / 1br - 600ft2 - Love Where You Live! (fremont / union city / newark) ,2220.0,1.0,1.0,600.0,Yes,Yes,,no smoking,2020-03-02 15:25:00,-122.0497,37.5895,eby
"$1350 / 1br - Beautifully Remodeled One Bed Unit, Hardwood Flooring,Private Balcony (vallejo / benicia) ",1350.0,1.0,1.0,,No,No,,smoking ok,2020-02-27 11:06:00,-122.249822,38.112995,eby
$4043 / 2br - 1667ft2 - Ask Us About Our Specials!Very Spacious & Move-in Ready!! (bayview) ,4043.0,2.0,2.0,1667.0,Yes,Yes,,no smoking,2020-02-25 11:38:00,-122.392062,37.711536,sfc
"$2295 / 1br - 721ft2 - 1 bedroom apt, has Old World details, Tall ceiling, Modern kitchen (san jose downtown) ",2295.0,1.0,1.0,721.0,No,Yes,,smoking ok,2020-02-27 14:30:00,-121.889277,37.336259,eby
"$1600 / 2br - Sunny Spacious 2 Bedrooms, New Paint, Updated Kitchen and Bath (vallejo / benicia) ",1600.0,2.0,1.0,,No,No,,smoking ok,2020-02-27 10:45:00,-122.217713,38.103918,sby
$3177 / 1br - 1032ft2 - 3 Weeks Free ONLY for This Apt! Come See Us Today! (bayview) ,3177.0,1.0,1.0,1032.0,Yes,Yes,,no smoking,2020-02-27 17:52:00,-122.391751,37.711485,sfc
"$2500 / 3br - Spacious 3 BR 1 BA, Hardwood Floor, Laundry Hookups, Closed to Ferry (richmond / point / annex) ",2500.0,3.0,1.0,,No,No,,smoking ok,2020-02-05 15:08:00,-122.340481,37.930271,eby
$4155 / 2br - 1667ft2 - Call Ashton Home Today & Get 3 Weeks Free! (bayview) ,4155.0,2.0,2.0,1667.0,Yes,Yes,,no smoking,2020-02-27 17:54:00,-122.392062,37.711536,sfc
"$1925 / 2br - Beautiful Updated Two Beds Unit, New Flooring, Laundry Hookups,Parking (richmond / point / annex) ",1925.0,2.0,1.0,,No,No,,smoking ok,2020-02-20 09:10:00,-122.343781,37.927367,eby
$3345 / 1br - 848ft2 - Consider yourself lucky when you rent with us! (sunnyvale) ,3345.0,1.0,1.0,848.0,Yes,Yes,,no smoking,2020-03-02 15:25:00,-121.996071,37.40624,sby
"$1350 / 1br - Cozy, Sunny Newly Remodeled One Bedrooms Very Closed to Ferry (vallejo / benicia) ",1350.0,1.0,1.0,,No,No,,smoking ok,2020-02-18 13:35:00,-122.249822,38.112995,eby
"$1915 / 1br - 716ft2 - Fully Renovated, Washer/Dryer, Soothing Spa (santa rosa) ",1915.0,1.0,1.0,716.0,Yes,Yes,,smoking ok,2020-03-02 15:24:00,-122.687097,38.415112,nby
$4030 / 2br - 1495ft2 - 1500 Square Feet of Luxury! Central A/C & Heat in SF! (bayview) ,4030.0,2.0,2.0,1495.0,Yes,Yes,,no smoking,2020-02-27 17:57:00,-122.392062,37.711536,sfc
"$2460 / 1br - 796ft2 - Air Conditioning, Fully-equipped kitchen, Barbecue (san jose south) ",2460.0,1.0,1.0,796.0,No,No,,smoking ok,2020-02-04 18:21:00,-121.878087,37.282895,sby
$5685 / 2br - 1247ft2 - Newly Renovated 2 Bedroom at Avalon at Mission Bay! Special Price (SOMA / south beach) ,5685.0,2.0,2.0,1247.0,Yes,Yes,,no smoking,2020-02-19 15:59:00,-122.39305,37.777138,sfc
$2095 / 2br - 1045ft2 - DON'T MISS OUR LOOK AND LEASE SPECIALS!!! (dublin / pleasanton / livermore) ,2095.0,2.0,2.0,1045.0,Yes,Yes,,smoking ok,2020-03-02 15:24:00,-121.481731,37.753303,eby
$1995 / 2br - 1105ft2 - THIS IS HOME!!!!!!! (1005 E. Atherton Dr) ,1995.0,2.0,2.0,1105.0,Yes,Yes,,smoking ok,2020-03-02 15:24:00,-121.2344,37.7808,eby
$3395 / 1br - Large 1 Bedroom Apartment 1 block from Palace Of Fine Arts (marina / cow hollow) ,3395.0,1.0,1.0,,No,No,no parking,no smoking,2020-02-18 09:40:00,-122.4342,37.7999,sfc
"$1915 / 1br - 716ft2 - Quartz Countertops, Modern Tile Backsplash, Nightly Courtesy Patrol (2111 Kawana Springs Road Santa Rosa, CA) ",1915.0,1.0,1.0,716.0,Yes,Yes,,smoking ok,2020-03-02 15:23:00,-122.698497,38.416412,nby
$1845 / 1br - 761ft2 - BRAND NEW COMMUNITY! IMMEDIATE MOVE IN SPECIALS! CALL NOW!!! (brentwood / oakley) ,1845.0,1.0,1.0,761.0,Yes,Yes,,smoking ok,2020-03-02 15:23:00,-121.481656,37.753561,eby
"$2250 / 2br - 850ft2 - LOOKING FOR 2 BEDROOM BY HWY-4, CALL SOMERSET!!! (concord / pleasant hill / martinez) ",2250.0,2.0,1.0,850.0,Yes,Yes,,smoking ok,2020-03-02 15:23:00,-122.09596,37.991041,eby
$2500 / 2br - 1394ft2 - READY TO RENT-- Home in quiet North Napa neighborhood (napa county) ,2500.0,2.0,1.0,1394.0,No,No,,no smoking,2020-02-19 20:46:00,,,nby
$3060 / 2br - 1042ft2 - WOW JUST $3060!! Ground Floor 2x2 W/ HUGE Patio Space! RENT TODAY! (san jose downtown) ,3060.0,2.0,2.0,1042.0,Yes,Yes,,no smoking,2020-03-02 15:15:00,-121.887,37.3476,sby
"$6995 / 4br - 2280ft2 - Stunning Newly Built Home, Willow Glen - 4 bedrooms / 3.5 bathrooms! (willow glen / cambrian) ",6995.0,4.0,3.5,2280.0,No,No,,smoking ok,2020-03-02 15:23:00,-121.890919,37.294518,sby
"$3756 / 2br - 1046ft2 - Bay View, Close to Shops, Dining & Trails! 2bed1bath, In-unit Laundry! (belmont) ",3756.0,2.0,1.0,1046.0,Yes,Yes,,no smoking,2020-03-02 15:23:00,-122.285471,37.526175,pen
"$2981 / 1br - 769ft2 - Perfect Location, Outdoor Kitchen, Yoga Lounge (san jose downtown) ",2981.0,1.0,1.0,769.0,Yes,Yes,,no smoking,2020-03-02 15:23:00,-121.8846,37.327289,sby
"$2280 / 1br - 610ft2 - 1bd/1bath with kitchenette, living room, shower for rent - in-law unit (burlingame) ",2280.0,1.0,1.0,610.0,No,Yes,street parking,no smoking,2020-02-23 18:18:00,-122.335981,37.579735,pen
$2650 / 2br - 1287ft2 - Walk To Downtown Livermore! Large 2BR/2.5BA Townhouse For Rent (dublin / pleasanton / livermore) ,2650.0,2.0,2.5,1287.0,No,No,,no smoking,2020-03-02 15:22:00,-121.773448,37.6827,eby
$1650 / 1br - 400ft2 - Unit for rent in downtown Pleasant Hill $1650 (Pleasant Hill) ,1650.0,1.0,1.0,400.0,Yes,Yes,street parking,smoking ok,2020-03-02 15:22:00,-122.065206,37.943541,eby
"$3150 / 2br - Beautiful 2bd/2ba! *2 Weeks Free* Redwood City! ""BT Properties"" (redwood city) ",3150.0,2.0,2.0,,No,No,,no smoking,2020-03-02 15:13:00,-122.214491,37.469299,pen
"$1917 / 1br - 701ft2 - Furniture Rental Options, Washer and Dryer In Select Homes, Clubhouse (hayward / castro valley) ",1917.0,1.0,1.0,701.0,Yes,Yes,,no smoking,2020-03-02 15:22:00,-122.113061,37.635682,eby
$4350 / 3br - 1218ft2 - Newly Painted Spacious 3Beds 1bath (portola district) ,4350.0,3.0,1.0,1218.0,No,No,street parking,no smoking,2020-03-02 15:22:00,-122.411973,37.721458,sfc
"$2750 / 1br - 750ft2 - Heated Pool & Hot Tub, 24 Hr Fitness Ctr, Business Ctr & 1 Month Free! (campbell) ",2750.0,1.0,1.0,750.0,Yes,Yes,,no smoking,2020-03-02 15:11:00,-121.93563,37.283786,sby
$2000 / 1br - 585ft2 - @@@Spacious  1 Bedrooms/1 Bathrooms Apartment Home Available Soon!!! (fremont / union city / newark) ,2000.0,1.0,1.0,585.0,No,No,,smoking ok,2020-03-02 15:22:00,-121.9712,37.5308,eby
"$2905 / 1br - 782ft2 - $2905  Private balconies with glass railings, Dual pane tilt windows (oakland piedmont / montclair) ",2905.0,1.0,1.0,782.0,Yes,Yes,,no smoking,2020-03-02 15:22:00,-122.265413,37.828666,eby
$2095 / 2br - 1035ft2 - LOOK AND LEASE YOUR BRAND NEW 2 BED/2 BATH TODAY!!! (concord / pleasant hill / martinez) ,2095.0,2.0,2.0,1035.0,Yes,Yes,,smoking ok,2020-03-02 15:22:00,-121.481645,37.753337,eby
$3427 / 2br - 1294ft2 - Townhouse Style Unit Available Soon! Personal Garage! (san jose south) ,3427.0,2.0,2.0,1294.0,Yes,Yes,,smoking ok,2020-03-02 14:20:00,-121.809411,37.241422,sby
"$5055 / 2br - 1545ft2 - Gorgeous, Spacious, Luxurious 1,500+ Sqft. 2 Bedroom/2 Bath Apartment! (campbell) ",5055.0,2.0,2.0,1545.0,Yes,Yes,,no smoking,2020-03-02 14:42:00,-121.934831,37.293208,sby
"$2334 / 2br - 1240ft2 - 2 BD, Patio/Balcony, Vacaville CA (fairfield / vacaville) ",2334.0,2.0,2.0,1240.0,Yes,Yes,,smoking ok,2020-03-02 15:22:00,-121.9887,38.3847,eby
$2500 / 2br - 1350ft2 - Incomparable Property in Excellent Neighborhood Near JC and Freeways. (Downtown Santa Rosa and SRJC) ,2500.0,2.0,1.0,1350.0,No,No,,no smoking,2020-03-02 15:21:00,-122.700977,38.456882,nby
